Artist,Title,Label,Peak,Weeks
Geier Sturzflug,Besuchen Sie Europa (solange es noch steht),Ariola,55,1
Geier Sturzflug,Bruttosozialprodukt,Ariola,69,1
Geier Sturzflug,Einsamkeit,Ariola,72,1
Geier Sturzflug,Pure Lust am Leben,Ariola,67,1
Gemini [IL],Magdalena,Teldec,45,1
Genesis,Abacab,Charisma,58,1
Genesis,In Too Deep,Virgin,67,1
Genesis,Invisible Touch,Virgin,30,1
Genesis,Land Of Confusion,Virgin,66,1
Genesis,Mama,Vertigo,22,1
Genesis,Paperlate,Vertigo,48,1
Genesis,That's All,Vertigo,39,1
Genesis,"Tonight, Tonight, Tonight",Virgin,29,1
Genesis,Turn It On Again,Charisma,72,1
Geoffrey Williams,Cinderella,Polydor,68,1
George Baker Selection,Santa Lucia By Night,Teldec,51,1
George Harrison,All Those Years Ago,Dark Horse,48,1
George Harrison,Got My Mind Set On You,WEA,24,1
George Harrison,When We Was Fab,Dark Horse,40,1
George Kranz,Din daa daa (Trommeltanz),Pool,47,1
George McCrae,Rock Your Baby,Ariola,1,34
George Michael,A Different Corner,Epic,32,1
George Michael,Careless Whisper,Epic,59,1
George Michael,Faith,Epic,55,1
George Michael,Father Figure,Epic,60,1
George Michael,I Want Your Sex,Epic,56,1
George Michael,Kissing A Fool,Epic,44,1
George Michael,Monkey,Epic,41,1
George Michael,One More Try,Epic,32,1
Gerard Joling,No More Bolero's,Mercury-Phonogram,100,1
Get Wet,Just So Lonely,Boardwalk,74,1
Gianna Nannini,America,Dischi Ricordi,24,1
Gianna Nannini,Fotoromanza,Ricordi,60,1
Gianna Nannini,Hey bionda,Metronome,54,1
Gianna Nannini,I maschi,Metronome,62,1
Gibson Brothers,Latin America,Polydor,38,1
Gibson Brothers,Mariana,Polydor,65,1
Gibson Brothers,Que sera mi vida (If You Should Go),Polydor,36,1
Gilbert Montagné,Just For Tonight,Baby,55,1
Gino Vannelli,Wild Horses,Polydor-DGG,41,1
Giorgio Moroder & Paul Engemann,American Dream,Oasis,47,1
Giorgio Moroder feat. Paul Engemann,Reach Out,CBS,56,1
Gipsy Kings,Bamboléo,Intercord,35,1
Gitte,"Die Frau, die dich liebt",Global,12,1
Gitte,Etwas ist geschehen (Es ist nie zu spät),Global,61,1
Gitte,Freu' dich bloß nicht zu früh,Global,47,1
Gitte,Ich will alles,Global,64,1
Gitte Haenning,Lampenfieber,Global,36,1
Gladys Knight,Licence To Kill,MCA,58,1
Glass Tiger,Diamond Sun,Capitol,48,1
Glass Tiger,Don't Forget Me (When I'm Gone),Manhattan,51,1
Glass Tiger,Someday,Manhattan,38,1
Glass Tiger,Thin Red Line,Manhattan,61,1
Glen Goldsmith,I Won't Cry,RCA,48,1
Glenn Frey,The Heat Is On,MCA,32,1
Glenn Medeiros,Long And Lasting Love (Once In A Lifetime),Metronome,54,1
Glenn Medeiros,Nothing's Gonna Change My Love For You,Metronome,52,1
Gloria Estefan,Don't Wanna Lose You,Epic,76,1
Gloria Estefan,Get On Your Feet,Epic,59,1
Gloria Estefan,Oye mi canto (Hear My Voice),Epic,53,1
Gloria Gaynor,I Am What I Am,Chrysalis,61,1
Go West,We Close Our Eyes,Chrysalis,35,1
Godley & Creme,A Little Piece Of Heaven,Polydor-DGG,35,1
Godley & Creme,An Englishman In New York,Polydor,27,1
Godley & Creme,Cry,Polydor,33,1
Goombay Dance Band,"Aloha-Oe, Until We Meet Again",CBS,49,1
Goombay Dance Band,Christmas At Sea,CBS,30,1
Goombay Dance Band,Eldorado,CBS,67,1
Goombay Dance Band,My Bonnie,CBS,50,1
Goombay Dance Band,Rain,CBS,67,1
Goombay Dance Band,Seven Tears,CBS,22,1
Goombay Dance Band,Sun Of Jamaica,CBS,1,10
Gottlieb Wendehals,Alles hat ein Ende nur die Wurst hat zwei,Teldec,50,1
Gottlieb Wendehals,Der Ohrwurm,Master,72,1
Gottlieb Wendehals,Herbert,CNR,60,1
Gottlieb Wendehals,Polonäse Blankenese,Master,7,1
Grace Jones,I'm Not Perfect (But I'm Perfect For You),Manhattan,45,1
Grace Jones,I've Seen That Face Before (Libertango),Island,23,1
Grace Jones,Love Is The Drug,Island,66,1
Grace Jones,Party Girl,Manhattan,55,1
Grace Jones,Pull Up To The Bumper,Island,35,1
Grace Jones,Slave To The Rhythm,Manhattan,59,1
Grace Jones,Walking In The Rain,Island,69,1
Grandmaster Flash And The Furious Five,New York New York,Sugarhill,46,1
Grauzone,Eisbär,Welt-Rekord,24,1
Greg Kihn Band,Jeopardy,Beserkley,41,1
Gregory Abbott,Shake You Down,CBS,72,1
Guesch Patti,Etienne,EMI,51,1
Guesch Patti,Let Be Must The Queen,EMI,50,1
Guillermo Marchena,My Love Is A Tango,Teldec,20,1
Guns N' Roses,Patience,Geffen,81,1
Gwen Guthrie,Ain't Nothin' Goin' On But The Rent,Polydor-DG,59,1
Gänsehaut,Karl der Käfer,Papagayo,74,1
Haindling,Lang scho nimmer g'sehn,Polydor,56,1
Halo James,Could Have Told You So,Epic,86,1
Hammond & West,Give A Little Love,Ariola,48,1
Hanne Haller,Geh nicht,Ariola,58,1
Hanne Haller,Ich halte durch,Ariola,71,1
Hanne Haller,"Mein Gott, was Männer alles tun",Metronome,90,1
Hanne Haller,Mein lieber Mann,Metronome,30,1
Hanne Haller,Samstag abend,Ariola,21,1
Hanne Haller,Weil du ein zärtlicher Mann bist,Ariola,58,1
Hannes Kröger,Der blonde Hans,Hansa,22,1
Hannes Schöner,Nun sag schon Adieu,Ariola,58,1
Hans Hartz,Die weißen Tauben sind müde,Philips,60,1
Hans Hartz,Nur Steine leben lang,Mercury,71,1
Harold Faltermeyer,Axel F,MCA,69,1
Harold Faltermeyer,Formula One,MCA,74,1
Harry Belafonte,Island In The Sun,Manhattan,72,1
Harry Belafonte with Jennifer Warnes,Skin To Skin,Manhattan,73,1
Haysi Fantayzee,John Wayne Is Big Leggy,Regard,67,1
Haysi Fantayzee,Shiny Shiny,Regard,32,1
Hazell Dean,Back In My Arms (Once Again),Proto,60,1
Hazell Dean,Maybe (We Should Call It A Day),EMI,41,1
Hazell Dean,Searchin' (I Gotta Find A Man),Bellaphon,47,1
Hazell Dean,Whatever I Do (Wherever I Go),Proto,45,1
Hazell Dean,Who's Leaving Who,EMI,24,1
Heart,Alone,Capitol,42,1
Heart,What About Love,Capitol,67,1
Heaven 17,Temptation,Virgin,47,1
Heaven 17,Trouble,Virgin,47,1
Heaven Dancers,Anna's Private Heaven,Teldec,65,1
Heidi Brühl,You Are A Part Of My Heart,CNR,45,1
Heike Schäfer,Die Glocken von Rom,Jupiter,39,1
Heino,Enzian,Teldec,36,1
Heino,"Ja, ja die Katja, die hat ja...",EMI,60,1
Heino,So'n kleiner Garten vor der Stadt,EMI,74,1
Heinz Rudolf Kunze,Alles was sie will,WEA,67,1
Heinz Rudolf Kunze,Dein ist mein ganzes Herz,WEA,33,1
Helen Schneider,Angry Times,WEA,26,1
Helen Schneider,Rock'n'Roll Gypsy,WEA,19,1
Helen Schneider With The Kick,Piece Of My Heart,WEA,73,1
Helen Watson,"When You Love Me, I Get Lazy",Columbia,69,1
Helga Feddersen,Gib mir bitte einen Kuß,Philips,16,1
Helloween,Dr. Stein,Noise,51,1
Helmut Frey,Nachts hör' ich dich manchmal weinen,Electrola,52,1
Henry Mancini und sein Orchester,Die Dornenvögel,Warner Bros.,34,1
Herb Alpert,Diamonds,A&M-DGG,69,1
Herbert Grönemeyer,Alkohol,EMI,40,1
Herbert Grönemeyer,Flugzeuge im Bauch,EMI,55,1
Herbert Grönemeyer,Halt mich,EMI,33,1
Herbert Grönemeyer,Kinder an die Macht,EMI,44,1
Herbert Grönemeyer,Komet,EMI,59,1
Herbert Grönemeyer,Männer,EMI,36,1
Herbert Grönemeyer,Vollmond,EMI,32,1
Herbert Grönemeyer,Was soll das,EMI,20,1
Herbie Hancock,Autodrive,CBS,53,1
Herbie Hancock,Rockit,CBS,68,1
Herrey's,Diggi Loo / Diggi Ley,Hansa,56,1
Hithouse,Jack To The Sound Of The Underground,CBS,15,1
Hithouse,Move Your Feet To The Rhythm Of The Beat,CBS,26,1
Hoffmann & Hoffmann,"Alles, was ich brauche, bist du",Global,25,1
Hoffmann & Hoffmann,Ein Engel unter'm Dach,Global,71,1
Hoffmann & Hoffmann,Rücksicht,Global,62,1
Hoffmann & Hoffmann,Warten,Global,72,1
Hoffmann & Hoffmann,Wenn ich dich verlier,Global,58,1
Holly Johnson,Americanos,MCA,45,1
Holly Johnson,Atomic City,MCA,58,1
Holly Johnson,Heaven's Here,MCA,89,1
Holly Johnson,Love Train,MCA,19,1
Hollywood Beyond,What's The Colour Of Money?,WEA,50,1
Honesty 69,French Kiss,BCM,89,1
Hong Kong Syndikat,Concrete & Clay,Teldec,63,1
HongKong Syndikat,Too Much,Teldec,74,1
Hooters,All You Zombies,CBS,69,1
Hooters,And We Danced,CBS,72,1
Hooters,Johnny B,CBS,69,1
Hooters,Satellite,CBS,46,1
Hot Chocolate,Are You Getting Enough Of What Makes You Happy?,RAK,25,1
Hot Chocolate,Chances,RAK,42,1
Hot Chocolate,Every 1's A Winner [Groove Mix],EMI,30,1
Hot Chocolate,Girl Crazy,RAK,65,1
Hot Chocolate,Heartache No. 9,RAK,58,1
Hot Chocolate,Heaven Is In The Back Seat Of My Cadillac [Remix],EMI,68,1
Hot Chocolate,I'm Sorry,RAK,57,1
Hot Chocolate,It Started With A Kiss,RAK,65,1
Hot Chocolate,Love Me To Sleep,RAK,45,1
Hot Chocolate,Never Pretend,Polydor-DGG,57,1
Hot Chocolate,No Doubt About It,RAK,19,1
Hot Chocolate,No Doubt About It (Little Tequila-Mix),EMI,32,1
Hot Chocolate,Tears On The Telephone,RAK,54,1
Hot Chocolate,What Kinda Boy You're Lookin' For (Girl),RAK,39,1
Hot Chocolate,You Sexy Thing [Remix],RAK,20,1
Hot Chocolate,You'll Never Be So Wrong,RAK,73,1
Hot Shot,(Don't You Believe That) I'm On Fire,Teldec,71,1
Hot Shot,Angel From Paradise,Teldec,70,1
Hot Shot,Fire In The Night,Strand,36,1
Hot Shot,Love Is To Love A Lover's Love,Teldec,56,1
Hothouse Flowers,Don't Go,Metronome,31,1
Howard Carpendale,Es geht um mehr,EMI,19,1
Howard Carpendale,Es war nichts los heut' Nacht,EMI,58,1
Howard Carpendale,Hello Again,EMI,60,1
Howard Carpendale,Ich will den Morgen mit dir erleben,EMI,49,1
Howard Carpendale,Laura Jane,EMI,26,1
Howard Carpendale,Lisa ist da,EMI,49,1
Howard Carpendale,Morgen früh wirst du geh'n,EMI,41,1
Howard Carpendale,Nachts wenn alles schläft [Neuaufnahme],EMI,62,1
Howard Carpendale,"Nachts, wenn alles schläft",EMI,3,14
Howard Carpendale,One More Dance In Blue,EMI,90,1
Howard Carpendale,"Sag ihm, dass du gehst",EMI,51,1
Howard Carpendale,Samstag Nacht,EMI,53,1
Howard Carpendale,Shine On (Der Regen von New York),EMI,65,1
Howard Carpendale,Sie hatten Blumen in den Haaren (San Francisco),EMI,86,1
Howard Carpendale,Wem,EMI,23,1
Howard Carpendale,Wenn es Dich irgendwo gibt,EMI,73,1
Howard Carpendale,Wer von uns,EMI,26,1
Howard Carpendale,Wie frei willst du sein?,EMI,70,1
Howard Jones,Hide & Seek,WEA,49,1
Howard Jones,Life In One Day,WEA,57,1
Howard Jones,Like To Get To Know You Well,WEA,66,1
Howard Jones,Look Mama,WEA,56,1
Howard Jones,New Song,WEA,52,1
Howard Jones,Pearl In The Shell,WEA,60,1
Howard Jones,What Is Love?,WEA,40,1
Hubert Kah,Engel 07,Blow Up,74,1
Hubert Kah,Limousine,Blow Up,24,1
Hubert Kah,Military Drums,Blow Up,42,1
Hubert Kah,Rosemarie,Polydor,52,1
Hubert Kah,Something I Should Know,Blow Up,49,1
Hubert Kah,Sternenhimmel,Polydor,28,1
Hubert Kah,"Welcome, Machine Gun",Blow Up,55,1
Hubert Kah,Wenn der Mond die Sonne berührt,Blow Up,65,1
Hubert Kah mit Kapelle,Einmal nur mit Erika... (dieser Welt entfliehn),Polydor,69,1
Huey Lewis And The News,Heart And Soul,Chrysalis,69,1
Huey Lewis And The News,I Want A New Drug,Chrysalis,48,1
Huey Lewis And The News,Jacob's Ladder,Chrysalis,75,1
Huey Lewis And The News,Stuck With You,Chrysalis,34,1
Huey Lewis And The News,The Heart Of Rock & Roll,Chrysalis,71,1
Huey Lewis And The News,The Power Of Love,Chrysalis,74,1
Hypnosis,Oxygene,Zyx,41,1
Hypnosis,Pulstar,Zyx,22,1
Hübi,"Das Lied von der Bundeswehr - Schwarz, Rot, Blond + schnuckelig",Hansa,61,1
INXS,Devil Inside,Mercury-Phonogram,33,1
INXS,Mystify,Mercury-Phonogram,48,1
INXS,Need You Tonight,Mercury-Phonogram,55,1
INXS,Never Tear Us Apart,Mercury-Phonogram,72,1
INXS,New Sensation,Mercury-Phonogram,41,1
Ibo,An deiner Stelle nähm ich mich,EMI,94,1
Ibo,Das schaffst du nicht,Bellaphon,60,1
Ibo,Ibiza,Bellaphon,52,1
Ibo,Ibiza Teil 2 (Wenn du mich brauchst),Bellaphon,55,1
Ibo,Süßes Blut,Bellaphon,73,1
Ice MC,Easy,Zyx,95,1
Ice MC,Scream,Zyx,90,1
Icehouse,Hey Little Girl,Chrysalis,17,1
Icehouse,Street Café,Chrysalis,59,1
Ideal,Blaue Augen,IC,48,1
Ideal,Eiszeit,Eitel Imperial,48,1
Ideal,Keine Heimat,Eitel Optimal,47,1
Ideal,Monotonie,Eitel Optimal,42,1
Iggy Pop,Real Wild Child (Wild One),A&M-DG,38,1
Imagination,Changes,Red Bus,45,1
Imagination,In The Heat Of The Night,Red Bus,48,1
Imagination,Just An Illusion,Red Bus,34,1
Imagination,Music And Lights,Red Bus,33,1
Imagination,New Dimension,Red Bus,62,1
Ina Deter Band,Neue Männer braucht das Land,Fontana,51,1
Indeep,Last Night A D.J. Saved My Life,Metronome,29,1
Indeep,When Boys Talk,Sound Of New York,39,1
Inga & Anete Humpe,Careless Love,WEA,38,1
Inga & Anete Humpe,No Longer Friends,WEA,43,1
Ingrid Kup,Feel Me,Telefunken,52,1
Ingrid Kup,Love What's Your Face,Telefunken,18,1
Ingrid Peters,Afrika,Jupiter,73,1
Ingrid Peters,Weißt du wo du hingehst,CBS,55,1
Ingrid Peters,Über die Brücke geh'n,Jupiter-DG,70,1
Inker & Hamilton,Dancing Into Danger,WEA,66,1
Inner City,Ain't Nobody Better,Virgin,70,1
Inner City,Big Fun,Virgin,23,1
Inner City,Good Life,Virgin,29,1
Irene Cara,Breakdance,CBS,53,1
Irene Cara,Flashdance ...What A Feeling,Casablanca,16,1
Irene Cara,Why Me?,Epic,34,1
Iron Maiden,2 Minutes To Midnight,EMI,70,1
Iron Maiden,Can I Play With Madness,EMI,28,1
Iron Maiden,Run To The Hills,EMI,63,1
Ivan,Fotonovela,CBS,31,1
Ixi,Der Knutschfleck,Metronome,42,1
Jack Goldbird ist Drafi Deutscher,Can I Reach You,CBS,69,1
Jackie Wilson,Reet Petite,Zyx,67,1
Jacksons,State Of Shock,Epic,56,1
Jacksons,Torture,Epic,53,1
Jaki Graham,Round And Around,EMI,37,1
Jaki Graham,Set Me Free,EMI,49,1
Jam Tronik,Another Day In Paradise,Zyx,97,1
James Brown,How Do You Stop,Scotti Bros.,42,1
James Brown,Living In America,Scotti Bros.,64,1
James Last,Biscaya,Polydor,64,1
James Last & Horea Crishan,Paradiesvogel,Polydor,64,1
James Lloyd and The Original Dutch Rythm Steel & Show Band,Limbo la la,Pierrot,57,1
Jan Hammer,Crockett's Theme,MCA,52,1
Jan Hammer,Forever Tonight,MCA,62,1
Jan Hammer,Miami Vice Theme,MCA,37,1
Jan Hammer,Tubbs And Valerie,MCA,46,1
Jane Wiedlin,Rush Hour,Manhattan,67,1
Janet Jackson,Escapade,A&M-Polydor,63,1
Janet Jackson,Let's Wait Awhile,A&M-DGG,54,1
Janet Jackson,Miss You Much,A&M-Polydor,76,1
Janet Jackson,Nasty,A&M-DG,57,1
Janet Jackson,Rhythm Nation,A&M-Polydor,100,1
Janet Jackson,What Have You Done For Me Lately,A&M-DG,14,1
Janet Jackson,When I Think Of You,A&M-DG,36,1
Jason Donovan,Every Day (I Love You More),PWL,100,1
Jason Donovan,Sealed With A Kiss,PWL,63,1
Jason Donovan,Too Many Broken Hearts,PWL,28,1
Jason Donovan,When You Come Back To Me,PWL,67,1
Jawoll,Rendezvous - Ich hab' dich seit langem nicht gesehen,CBS,64,1
Jawoll,Taxi,Mercury,39,1
Jellybean,Jingo,Chrysalis,55,1
Jennifer Rush,25 Lovers,CBS,63,1
Jennifer Rush,Destiny,CBS,70,1
Jennifer Rush,Heart Over Mind,CBS,30,1
Jennifer Rush,Higher Ground,CBS,69,1
Jennifer Rush,I Come Undone,CBS,57,1
Jennifer Rush,If You're Ever Gonna Lose My Love,CBS,37,1
Jennifer Rush,Ring Of Ice,CBS,65,1
Jennifer Rush,The Power Of Love,CBS,75,1
Jennifer Rush,You're My One And Only,CBS,27,1
Jennifer Rush with Elton John,Flames Of Paradise,CBS,23,1
Jennifer Warnes,When The Feeling Comes Around,Arista,74,1
Jermaine Jackson,Do What You Do,Arista,57,1
Jermaine Jackson & Pia Zadora,When The Rain Begins To Fall,Arista,30,1
Jermaine Stewart,Don't Talk Dirty To Me,Virgin,19,1
Jermaine Stewart,Get Lucky,Virgin,27,1
Jermaine Stewart,Is It Really Love?,Virgin,49,1
Jerry Harrison,Rev It Up,Fontana-Phonogram,48,1
Jim Dawson,California Dreams,Ariola,44,1
Jim Diamond,I Should Have Known Better,A&M,44,1
Jimmy Cliff,Reggae Night,CBS,57,1
Jimmy Somerville,You Make Me Feel (Mighty Real),London-Metronome,83,1
Jimmy Somerville feat. June Miles Kingston,Comment te dire adieu,London-Metronome,88,1
Jive Bunny And The Mastermixers,Let's Party,BCM,80,1
Jive Bunny And The Mastermixers,Swing The Mood,BCM,13,1
Jive Bunny And The Mastermixers,That's What I Like,BCM,26,1
JoBoxers,Boxerbeat,RCA,37,1
JoBoxers,Just Got Lucky,RCA,68,1
Joachim Witt,Goldener Reiter,WEA,35,1
Joachim Witt,Kosmetik (Ich bin das Glück dieser Erde),WEA,32,1
Joachim Witt,Tri tra trullala (Herbergsvater),WEA,67,1
Joan Jett,Do You Wanna Touch Me (Oh Yeah),Boardwalk,47,1
Joan Jett & The Blackhearts,Crimson And Clover,Boardwalk,75,1
Joan Jett & The Blackhearts,I Love Rock'n Roll,Boardwalk,32,1
Jody Watley,Looking For A New Love,MCA,52,1
Jody Watley,Real Love,MCA,33,1
Jody Watley with Eric B. & Rakim,Friends,MCA,79,1
Joe Bataan,Rap-O Clap-O,Salsoul,51,1
Joe Cocker,A Woman Loves A Man,Capitol,63,1
Joe Cocker,Civilized Man,Capitol,72,1
Joe Cocker,Don't You Love Me Anymore,Capitol,41,1
Joe Cocker,Now That You're Gone,Capitol,44,1
Joe Cocker,Shelter Me,Capitol,65,1
Joe Cocker,Unchain My Heart,Capitol,39,1
Joe Cocker,When The Night Comes,Capitol,41,1
Joe Cocker,You Can Leave Your Hat On,Capitol,61,1
Joe Cocker & Jennifer Warnes,Up Where We Belong,Island,70,1
Joe Dolce Music Theatre,If You Want To Be Happy,Ariola,43,1
Joe Dolce Music Theatre,Shaddap You Face,Ariola,34,1
Joe Jackson,Steppin' Out,A&M,43,1
John Cougar Mellencamp,Pop Singer,Mercury-Phonogram,91,1
John Davis,Who Do You Love,Polydor,100,1
John F. und die Gropiuslerchen,"Berlin, Berlin (Die Mauer ist weg!)",Metropol-Polydor,97,1
John Farnham,Age Of Reason,RCA,40,1
John Farnham,Pressure Down,Wheatley,32,1
John Farnham,You're The Voice,Wheatley,17,1
John Fogerty,The Old Man Down The Road,Bellaphon,65,1
John James,Painted Dreams,RCA,73,1
John Lennon,(Just Like) Starting Over,Geffen,62,1
John Lennon,Nobody Told Me,Polydor,55,1
John Lennon,Watching The Wheels,Geffen,60,1
John Lennon,Woman,Geffen,22,1
John Lennon / Plastic Ono Band,Imagine,Apple,15,17
John Parr,St. Elmo's Fire (Man In Motion),Mercury,19,1
John Taylor,I Do What I Do... (Theme For 9 1/2 Weeks),Parlophone,73,1
John Waite,Missing You,EMI,48,1
John Waite,These Times Are Hard For Lovers,EMI,72,1
Johnny Hates Jazz,Heart Of Gold,Virgin,63,1
Johnny Hates Jazz,I Don't Want To Be A Hero,Virgin,36,1
Johnny Hates Jazz,Shattered Dreams,Virgin,71,1
Johnny Hates Jazz,Turn Back The Clock,Virgin,49,1
Johnny Logan,Hold Me Now,Epic,15,1
Johnny Logan,I'm Not In Love,Epic,58,1
Johnny Logan,In London,RCA,70,1
Johnny Logan,What's Another Year,Epic,37,1
Johnny Nash,Rock Me Baby,Metronome,48,1
Jon And Vangelis,I Hear You Now,Polydor,69,1
Jon And Vangelis,I'll Find My Way Home,Polydor,18,1
Jona Lewie,Big Shot - Momentarily,Stiff,73,1
Jona Lewie,Louise (We Get It Right),Stiff,49,1
Jona Lewie,Stop The Cavalry,Stiff,45,1
Jona Lewie,You'll Always Find Me In The Kitchen At Parties,Stiff,52,1
Jonzun Crew,Pack Jam (Look Out For The OVC),Metronome,56,1
José Feliciano,Never Gonna Change,EMI,71,1
José Feliciano & Vienna Project,The Sound Of Vienna,EMI,62,1
Joy,Hello,OK,67,1
Joy,Touch By Touch,OK,34,1
Joyce Sims,Come Into My Life,London,55,1
Joyce Sims,Walk Away,London,45,1
Juan Pardo,Hay que ver,Polydor,67,1
Juan Pardo,No me hables,Polydor,55,1
Judge Dread,Big Six [1980],TTR,46,1
Juice Newton,Angel Of The Morning,Capitol,57,1
Juice Newton,Queen Of Hearts,Capitol,66,1
Jule Neigel & Band,Schatten an der Wand,Intercord,40,1
Julian Lennon,Too Late For Goodbyes,Virgin,31,1
Juliane Werding,Das Würfelspiel,Mambo,69,1
Juliane Werding,Drei Jahre lang,Mambo,42,1
Juliane Werding,Geh nicht in die Stadt (heut Nacht),Mambo,47,1
Juliane Werding,Nacht voll Schatten,Mambo,69,1
Juliane Werding,Sehnsucht ist unheilbar,Mambo,70,1
Juliane Werding,Sonne auf der Haut,Mambo,74,1
Juliane Werding,Starke Gefühle,WEA,41,1
Juliane Werding,Stimmen im Wind,Mambo,49,1
Juliane Werding,Vielleicht irgendwann,WEA,50,1
Juliane Werding,Wie weit ist Eden,WEA,77,1
Julio Iglesias,Amor,CBS,54,1
Julio Iglesias,Begin The Beguine (Volver a empezar),CBS,59,1
Julio Iglesias,Du bist mein erster Gedanke,CBS,75,1
Julio Iglesias & Diana Ross,All Of You,CBS,39,1
Julio Iglesias & Willie Nelson,To All The Girls I've Loved Before,CBS,50,1
June Lodge,More Than I Can Say,Ariola,74,1
June Lodge and Prince Mohammed,Someone Loves You Honey - One Time Daughter,Ariola,58,1
Jürgen Drews,Du wirst auch ohne mich leben,Warner Bros.,74,1
Jürgen Drews,"Irgendwann, irgendwo, irgendwie (seh'n wir uns wieder)",Polydor,51,1
Jürgen Drews,Mit dir sofort und ohne Ende,Polydor,89,1
Jürgen Hart,"Sing, mei Sachse, sing",Amiga,75,1
Jürgen Marcus,Engel der Nacht,Telefunken,38,1
Jürgen von der Lippe,Dann ist der Wurm drin,Teldec,45,1
Jürgen von der Lippe,Guten Morgen liebe Sorgen,Teldec,28,1
Jürgen von der Lippe,Is was,Ariola,71,1
KC & The Sunshine Band,Give It Up,Epic,32,1
KC & The Sunshine Band,Please Don't Go,T.K.,39,1
KISS,All Hell's Breakin' Loose,Casablanca,71,1
KISS,Dirty Livin' / Sure Know Something,Casablanca,25,10
KISS,I,Casablanca,62,1
KISS,I Was Made For Lovin' You,Casablanca,2,25
KISS,Shandi,Casablanca,32,1
KISS,Talk To Me,Casablanca,46,1
KISS,Tomorrow,Casablanca,74,1
Kajagoogoo,Big Apple,EMI,18,1
Kajagoogoo,Hang On Now,EMI,50,1
Kajagoogoo,Ooh To Be Ah,EMI,57,1
Kajagoogoo,The Lion's Mouth,EMI,48,1
Kajagoogoo,Too Shy,EMI,36,1
Kajagoogoo,Turn Your Back On Me,EMI,52,1
Kano,Another Life,Teldec,60,1
Kano,Queen Of Witches,Teldec,64,1
Kaoma,Dançando Lambada,CBS,82,1
Kaoma,Lambada,CBS,17,1
Karat,Der blaue Planet,Pool,46,1
Karat,Jede Stunde,Pool,47,1
Karat,Über sieben Brücken mußt du gehn,Pool,18,1
Karel Fialka,Hey Matthew,I.R.S.,44,1
Karel Gott,Du bist für mich wie die Sonne am Morgen,Polydor,97,1
Karel Gott,Eine Liebe ist viele Tränen wert,Polydor,42,1
Karel Gott,Nie mehr Bolero,Polydor,100,1
Karel Gott,Wenn ich dich nicht hätte,Polydor,68,1
Karel Gott und Darinka,Fang das Licht,Polydor-DG,30,1
Karl Dall,"Millionen Frauen lieben mich, doch meine Frau erkennt das nicht!",Hansa,30,1
Kate Bush,Babooshka,EMI,59,1
Kate Bush,Cloudbusting,EMI,73,1
Kate Bush,December Will Be Magic Again,EMI,74,1
Kate Bush,Experiment IV,EMI,55,1
Kate Bush,Hounds Of Love,EMI,68,1
Kate Bush,Running Up That Hill,EMI,63,1
Kate Bush,The Sensual World,EMI,78,1
Katja Ebstein,Abschied ist ein bißchen wie sterben,Ariola,68,1
Katja Ebstein,Dann heirat' doch dein Büro,Ariola,30,1
Katja Ebstein,Theater,Ariola,75,1
Katrina And The Waves,Red Wine And Whisky,Capitol,41,1
Katrina And The Waves,Walking On Sunshine,Capitol,50,1
Keith Marshall,Let Me Rock You,Polydor,45,1
Keith Marshall,Only Crying,Polydor,57,1
Kelly Family,David's Song (Who'll Come With Me),Polydor,30,1
Kelly Marie,Feels Like I'm In Love,PRT,20,1
Kelly Marie,Hot Love,PRT,33,1
Kelly Marie,Love Trial,PRT,75,1
Kelly Marie,Loving Just For Fun,PRT,27,1
Kenny G,Songbird,Arista,60,1
Kenny Loggins,Danger Zone,CBS,21,1
Kenny Loggins,Footloose,CBS,56,1
Kenny Rogers,Coward Of The County,United Artists,29,1
Kenny Rogers & Dolly Parton,Islands In The Stream,RCA,59,1
Kenny Rogers & Sheena Easton,We've Got Tonight,Liberty,61,1
Kevin Keegan,England,Ariola,63,1
Kevin Rowland & Dexys Midnight Runners,Jackie Wilson Said (I'm In Heaven When You Smile),Mercury,69,1
Kid Creole & The Coconuts,"Annie, I'm Not Your Daddy",Island,60,1
Killing Joke,Love Like Blood,EG,44,1
Kim Carnes,Bette Davis Eyes,EMI,27,1
Kim Carnes,Draw Of The Cards,EMI,35,1
Kim Carnes,Voyeur,EMI,54,1
Kim Merz,Der Typ neben ihr,Coconut,51,1
Kim Wilde,Cambodia,RAK,70,1
Kim Wilde,Chequered Love,RAK,50,1
Kim Wilde,Child Come Away,RAK,37,1
Kim Wilde,Dancing In The Dark,RAK,65,1
Kim Wilde,Four Letter Word,MCA,45,1
Kim Wilde,Hey Mister Heartache,MCA,22,1
Kim Wilde,Kids In America,RAK,23,1
Kim Wilde,Love Blonde,RAK,44,1
Kim Wilde,Never Trust A Stranger,MCA,74,1
Kim Wilde,Rage To Love,MCA,60,1
Kim Wilde,Schoolgirl,MCA,38,1
Kim Wilde,The Second Time,MCA,69,1
Kim Wilde,The Touch,MCA,45,1
Kim Wilde,View From A Bridge,RAK,60,1
Kim Wilde,You Came,MCA,42,1
Kim Wilde,You Keep Me Hangin' On,MCA,24,1
King,Love & Pride,CBS,71,1
Kiss In The Dark,Backfield In Motion,Mercury-Phonogram,86,1
Kiz,Die Sennerin vom Königsee,CBS,35,1
Klaus & Klaus,An der Nordseeküste,Teldec,69,1
Klaus & Klaus,Der Eiermann,Teldec,21,1
