Artist,Title,Label,Peak,Weeks
Simple Minds,Ballad Of The Streets,Virgin,11,1
Simple Minds,Don't You (Forget About Me),Virgin,57,1
Simple Minds,Kick It In,Virgin,65,1
Simple Minds,Sanctify Yourself,Virgin,44,1
Simple Minds,The Amsterdam EP,Virgin,97,1
Simple Minds,This Is Your Land,Virgin,72,1
Simply Red,A New Flame,WEA,96,1
Simply Red,If You Don't Know Me By Now,WEA,38,1
Simply Red,It's Only Love,WEA,24,1
Simply Red,Jericho,WEA,63,1
Simply Red,The Right Thing,WEA,48,1
Sinitta,Cross My Broken Heart,Chic,28,1
Sinitta,GTO,Chic,42,1
Sinitta,Right Back Where We Started From,Teldec,35,1
Sinitta,Toy Boy,Chic,74,1
Sinéad O'Connor,Nothing Compares 2 U,Chrysalis,24,1
Sister Sledge,All American Girls,Cotillion,35,1
Sister Sledge,Frankie,Atlantic,65,1
Sister Sledge,Lost In Music [1984 Nile Rodgers Mix],Atlantic,43,1
Sky,Toccata,Ariola,25,1
Slade,7 Year Bitch,RCA,55,1
Slade,My Oh My,RCA,30,1
Slade,Rock And Roll Preacher,RCA,49,1
Slade,Run Runaway,RCA,29,1
Sly Fox,Let's Go All The Way,Capitol,43,1
Smokie,Babe It's Up To You,RAK,8,10
Smokie,Little Town Flirt,RAK,57,1
Smokie,Run To Me,RAK,29,1
Smokie,San Francisco Bay,RAK,63,1
Smokie,Take Good Care Of My Baby,RAK,62,1
Smokie,Young Hearts,Polydor,45,1
Snap!,The Power,Logic,81,1
Soft Cell,"Say Hello, Wave Goodbye",Vertigo,44,1
Soft Cell,Tainted Love,Vertigo,30,1
Soft Cell,Torch,Vertigo,75,1
Soft Cell,What!,Vertigo,64,1
Sonia,Listen To Your Heart,Chrysalis,100,1
Sonia,You'll Never Stop Me Loving You,Chrysalis,57,1
Sophia George,Girlie Girlie,Chic,43,1
Soul II Soul,Back To Life (However Do You Want Me),Virgin,54,1
Soul II Soul,Get A Life,Virgin,76,1
Soul II Soul,Keep On Movin',Virgin,34,1
Soulsister,Like A Mountain (Remix),EMI,70,1
Soulsister,The Way To Your Heart,EMI,73,1
Spagna,Call Me,CBS,32,1
Spagna,Dance Dance Dance,CBS,32,1
Spagna,Easy Lady,CBS,51,1
Spandau Ballet,Be Free With Your Love,CBS,64,1
Spandau Ballet,Fight For Ourselves,CBS,62,1
Spandau Ballet,Gold,Chrysalis,60,1
Spandau Ballet,Only When You Leave,Chrysalis,37,1
Spandau Ballet,Pleasure,Chrysalis,74,1
Spandau Ballet,Through The Barricades,CBS,26,1
Spandau Ballet,True,Chrysalis,66,1
Spargo,Head Up To The Sky,Papagayo,70,1
Spargo,Hip Hap Hop,Polydor,73,1
Spargo,Just For You,Polydor,36,1
Spargo,One Night Affair,Papagayo,68,1
Spargo,So Funny,Polydor,51,1
Spargo,You And Me,Papagayo,75,1
Spider Murphy Gang,Cadillac,Electrola,56,1
Spider Murphy Gang,Ich schau' dich an,Electrola,32,1
Spider Murphy Gang,Mir san a bayrische Band,Electrola,44,1
Spider Murphy Gang,Pfüati Gott Elisabeth,Electrola,62,1
Spider Murphy Gang,Schickeria,EMI,38,1
Spider Murphy Gang,Skandal im Sperrbezirk,Electrola,20,1
Spider Murphy Gang,Wo bist du?,Electrola,71,1
Spinners,Cupid / I've Loved You For A Long Time,Atlantic,62,1
Spinners,Working My Way Back To You,Atlantic,19,1
Spliff,Carbonara,CBS,27,1
Spliff,Das Blech,CBS,72,1
Spliff,Déjà vu,CBS,39,1
Spliff,Radio,CBS,61,1
Stacey Q.,Two Of Hearts,Atlantic,27,1
Stacey Q.,We Connect,Atlantic,47,1
Stacy Lattisaw,Jump To The Beat,Cotillion,47,1
Stan Ridgway,Camouflage,I.R.S.,16,1
Stars On 45,Stars On 45,CNR,31,1
Stars On 45,Stars On 45 Proudly Presents The Star Sisters,CNR,51,1
Stars On 45,Stars On 45 Vol. 2,CNR,43,1
Stars On 45,Stars On 45 Volume III,CNR,72,1
Starship,It's Not Over ('Til It's Over),Grunt-RCA,57,1
Starship,Nothing's Gonna Stop Us Now,Grunt,73,1
Starship,Sara,Grunt,46,1
Starship,We Built This City,RCA,17,1
Status Quo,Ain't Complaining,Vertigo-Phonogram,61,1
Status Quo,Dreamin',Vertigo-Phonogram,30,1
Status Quo,In The Army Now,Vertigo-Phonogram,35,1
Status Quo,Lies,Vertigo,61,1
Status Quo,Living On An Island,Vertigo,68,1
Status Quo,Marguerita Time,Vertigo,58,1
Status Quo,Ol' Rag Blues,Vertigo,64,1
Status Quo,Running All Over The World,Vertigo-Phonogram,52,1
Status Quo,Something About You Baby I Like,Vertigo,51,1
Status Quo,What You're Proposing,Vertigo,28,1
Status Quo,Whatever You Want,Vertigo,12,12
Stefan Waggershausen,Hallo Engel,Ariola,26,1
Stefan Waggershausen & Alice,Zu nah am Feuer,Ariola,56,1
Stefan Waggershausen & Viktor Lazlo,Das erste Mal tat's noch weh,Polydor,97,1
Steinwolke,Katharine Katharine,EMI,73,1
Stephan & Nina,Feuerwerk,Mercury,35,1
Stephan Remmler,Alles hat ein Ende nur die Wurst hat zwei (Krause & Ruth),Mercury-Phonogram,55,1
Stephan Remmler,Keine Angst hat der Papa mir gesagt (Keine Angst hat die Mama mir gesagt),Mercury-Phonogram,49,1
Stephan Remmler,Keine Sterne in Athen (3-4-5 x in 1 Monat),Mercury-Phonogram,28,1
Stephan Remmler,Vogel der Nacht,Mercury-Phonogram,52,1
Stephan Sulke,Uschi,Intercord,64,1
"Stephen ""Tin Tin"" Duffy",Kiss Me,Virgin,32,1
"Steve ""Silk"" Hurley",Jack Your Body,D.J. International,24,1
Steve Allen,Letter From My Heart,Polydor,55,1
Steve Arrington,Feel So Real,Atlantic,34,1
Steve Miller Band,Abracadabra,Mercury,63,1
Steve Perry,Oh Sherrie,CBS,50,1
Steve Winwood,Higher Love,Island,61,1
Steve Winwood,Roll With It,Virgin,53,1
Stevie B.,The Stevie B. Megamix,BCM,99,1
Stevie Nicks,I Can't Wait,Parlophone,63,1
Stevie Nicks,Long Way To Go,EMI,60,1
Stevie Nicks,Rooms On Fire,EMI,59,1
Stevie Nicks,Stand Back,WEA,54,1
Stevie Nicks,Talk To Me,Parlophone,34,1
Stevie Wonder,Happy Birthday,Motown,38,1
Stevie Wonder,I Ain't Gonna Stand For It,Motown,50,1
Stevie Wonder,I Just Called To Say I Love You,Motown,28,1
Stevie Wonder,Lately,Motown,64,1
Stevie Wonder,Love Light In Flight,Motown,55,1
Stevie Wonder,Master Blaster (Jammin'),Motown,74,1
Stevie Wonder,Part-Time Lover,Motown,36,1
Sting,Russians,A&M,34,1
Sting,They Dance Alone,A&M-DGG,67,1
Stock Aitken Waterman,Packjammed (With The Party Posse),PWL,56,1
Stock Aitken Waterman,Roadblock,PWL,60,1
Strange Advance,We Run,Capitol,56,1
Styx,Boat On The River,A&M,21,1
Styx,Don't Let It End,A&M,70,1
Styx,Lights,A&M,53,1
Styx,Mr. Roboto,A&M,72,1
Styx,The Best Of Times,A&M,62,1
Stéphanie,Irresistible,Carrère,46,1
Stéphanie,One Love To Give,Carrère,63,1
Sugar & The Lollipops,Dancing Dynamo,CNR,68,1
Sugar & The Lollipops,I Can Dance,CNR,34,1
Sugarhill Gang,Rapper's Delight,CNR,63,1
Supertramp,Breakfast In America,A&M,23,17
Supertramp,Cannonball,A&M,73,1
Supertramp,It's Raining Again,A&M,29,1
Supertramp,My Kind Of Lady,A&M,74,1
Supertramp,Take The Long Way Home (Live Version),A&M,60,1
Survivor,American Heartbeat,Scotti Bros.,55,1
Survivor,Burning Heart,Scotti Bros.,45,1
Survivor,Eye Of The Tiger,Scotti Bros.,34,1
Suzi Quatro,Glad All Over,Dreamland,70,1
Suzi Quatro,I've Never Been In Love,RAK,75,1
Suzi Quatro,Mama's Boy,RAK,31,1
Suzi Quatro,Rock Hard,Dreamland,26,1
Suzi Quatro,She's In Love With You,EMI,8,10
Sweet Connection,Need Your Passion,Blow Up,49,1
Sweet People,Et les oiseaux chantaient,Polydor,48,1
Sweet Power,Hits On 33,EMI,68,1
Swing Out Sister,Breakout,Mercury-Phonogram,46,1
Swing Out Sister,Surrender,Mercury-Phonogram,50,1
Swing Out Sister,You On My Mind,Fontana-Phonogram,51,1
Sybil,Don't Make Me Over,Metronome,96,1
Sydney Youngblood,If Only I Could,Virgin,53,1
Sydney Youngblood,Sit And Wait,Virgin,95,1
Séverine,Sieben Tränen,Ariola,51,1
T'Pau,China In Your Hand,Virgin,40,1
T'Pau,Heart And Soul,Virgin,36,1
T'Pau,Secret Garden,Virgin,66,1
T'Pau,Valentine,Virgin,42,1
T.X.T.,Cold As Ice,CBS,66,1
T.X.T.,Girl's Got A Brand New Toy,CBS,43,1
Taco,Puttin' On The Ritz,RCA,70,1
Taco,Singin' In The Rain,RCA,70,1
Taffy,I Love My Radio (Midnight Radio),Ariola,48,1
Talk Talk,Another Word,EMI,49,1
Talk Talk,Dum Dum Girl,EMI,61,1
Talk Talk,It's My Life,EMI,50,1
Talk Talk,Life's What You Make It,EMI,44,1
Talk Talk,Living In Another World,EMI,42,1
Talk Talk,Such A Shame,EMI,59,1
Talking Heads,And She Was,EMI,53,1
Talking Heads,Road To Nowhere,EMI,27,1
Talking Heads,The Lady Don't Mind,EMI,48,1
Talking Heads,Wild Wild Life,EMI,45,1
Tangerine Dream,Das Mädchen auf der Treppe,Virgin,20,1
Tanita Tikaram,Cathedral Song,WEA,71,1
Tanita Tikaram,Twist In My Sobriety,WEA,8,1
Tanita Tikaram,We Almost Got It Together,WEA,52,1
Tao,Magical Moments,Metronome,50,1
Tatjana,Chica cubana,Sherman-Metronome,49,1
Tauchen Prokopetz,Codo (...düse im Sauseschritt),WEA,26,1
Taylor Dayne,Don't Rush Me,Arista,35,1
Taylor Dayne,I'll Always Love You,Arista,48,1
Taylor Dayne,Prove Your Love,Arista,46,1
Taylor Dayne,Tell It To My Heart,Arista,50,1
Tears For Fears,Everybody Wants To Rule The World,Mercury,62,1
Tears For Fears,Head Over Heels,Mercury,57,1
Tears For Fears,Mad World,Mercury,62,1
Tears For Fears,Pale Shelter,Mercury,73,1
Tears For Fears,Shout,Mercury,68,1
Tears For Fears,Sowing The Seeds Of Love,Fontana-Phonogram,51,1
Tears For Fears,Woman In Chains,Fontana-Phonogram,89,1
Technotronic,Get Up! (Before The Night Is Over),BCM,94,1
Technotronic feat. Felly,Pump Up The Jam,BCM,95,1
Technotronic feat. MC Eric,This Beat Is Technotronic,BCM,95,1
Ted Herold,Ahua,Teldec,74,1
Ted Herold,Bill Haley,Teldec,58,1
Ted Herold,Die Besten sterben jung,Teldec,31,1
Ted Herold,Gib dein Ziel niemals auf,Teldec,25,1
Ted Herold,Rock 'N' Roll For President,Telefunken,61,1
Ted Herold,Rockabilly-Willy,Telefunken,50,1
Telly Savalas,"Lovin', Understandin' Man",Papagayo,58,1
Telly Savalas,Some Broken Hearts Never Mend,Papagayo,36,1
Telly Savalas,Sweet Surprise,Papagayo,63,1
Ten City,That's The Way Love Is,Atlantic,29,1
Terence Trent D'Arby,Dance Little Sister,CBS,32,1
Terence Trent D'Arby,If You Let Me Stay,CBS,54,1
Terence Trent D'Arby,Sign Your Name,CBS,70,1
Terence Trent D'Arby,Wishing Well,CBS,28,1
Texas,I Don't Want A Lover,Mercury-Phonogram,69,1
Texas,Thrill Has Gone,Mercury-Phonogram,73,1
The Ace Cats,Linda,CBS,68,1
The Adventures,Drowning In The Sea Of Love,Elektra,57,1
The Adventures,Send My Heart,Chrysalis,59,1
The Alan Parsons Project,Don't Answer Me,Arista,72,1
The Alan Parsons Project,Eye In The Sky,Arista,48,1
The Alan Parsons Project,Let's Talk About Me,Arista,68,1
The Alan Parsons Project,Lucifer,Arista,8,10
The Alan Parsons Project,Prime Time,Arista,71,1
The Alan Parsons Project,The Gold Bug,Arista,40,1
The Art Of Noise,Paranoimia '89,China-Polydor,50,1
The Art Of Noise feat. Duane Eddy,Peter Gunn,Chrysalis,62,1
The Art Of Noise feat. Mahlathini and The Mahotella Queens,Yebo!,China-Polydor,49,1
The Art Of Noise feat. Tom Jones,Kiss,China-DGG,39,1
The Art Of Noise with Max Headroom,Paranoimia,Chrysalis,56,1
The Assembly,Never Never,Mute,35,1
The Beach Boys,Kokomo,Elektra,29,1
The Beach Boys,Still Cruisin',Capitol,56,1
The Beatmasters feat. Betty Boo,Hey DJ - I Can't Dance (To That Music You're Playing) / Ska Train,Rough Trade,93,1
The Beautiful South,I'll Sail This Ship Alone,London-Metronome,92,1
The Beautiful South,Song For Whoever,London-Metronome,51,1
The Beautiful South,You Keep It All In,London-Metronome,79,1
The Belle Stars,Iko Iko,Capitol,42,1
The Belle Stars,The Clapping Song,Stiff,64,1
The Blow Monkeys,Digging Your Scene,RCA,50,1
The Boomtown Rats,Banana Republic,Mercury,25,1
The Boomtown Rats,House On Fire,Mercury,67,1
The Boomtown Rats,I Don't Like Mondays,Mercury,6,18
The Boomtown Rats,Up All Night,Mercury,40,1
The Brothers Johnson,Stomp!,A&M,58,1
The Cars,Drive,Elektra,28,1
The Cars,Hello Again,Elektra,55,1
The Catch,25 Years,Metronome,38,1
The Catch,On The Road Again,Metronome,71,1
The Catch,Under The Skin,Metronome,63,1
The Christians,Forgotten Town,Island,59,1
"The Christians, Holly Johnson, Paul McCartney, Gerry Marsden & Stock Aitken Waterman",Ferry 'Cross The Mersey,PWL,30,1
The Communards,For A Friend,Metronome,48,1
The Communards,Never Can Say Goodbye,Metronome,19,1
The Communards,There's More To Love,Metronome,45,1
The Communards,Tomorrow,Metronome,39,1
The Communards,You Are My World,London-Metronome,67,1
The Cool Notes,In Your Car,Intercord,64,1
The Cross,Heaven For Everyone,Virgin,69,1
The Crowd,You'll Never Walk Alone,Teldec,49,1
The Cure,Boys Don't Cry (New Voice-New Mix),Fiction-Metronome,35,1
The Cure,Catch,Fiction-Metronome,66,1
The Cure,In Between Days,Metronome,62,1
The Cure,Lovesong,Metronome,84,1
The Cure,Lullaby,Metronome,66,1
The Cure,Why Can't I Be You?,Fiction-Metronome,46,1
The Damned,Eloise,MCA,63,1
The Doobie Brothers,The Doctor,Capitol,59,1
The Dooleys,And I Wish,Polydor,69,1
The Everly Brothers,On The Wings Of A Nightingale,Mercury,74,1
The Everly Brothers with The Beach Boys,Don't Worry Baby,Capitol,44,1
The Flirts,Calling All Boys,Rams Horn,61,1
The Flirts,Dancin' Madly Backwards,Ariola,58,1
The Flirts,Helpless (You Took My Love),Ariola,67,1
The Flirts,Passion,Rams Horn,17,1
The Flying Pickets,Only You,Virgin,23,1
The Fools,Running Scared,EMI,55,1
The Four Tops,Don't Walk Away,Casablanca,37,1
The Four Tops,Indestructible,Arista,30,1
The Four Tops,Loco In Acapulco,Arista,45,1
The Gap Band,Big Fun,Total Experience,56,1
The Gap Band,Burn Rubber,Mercury,30,1
The Gap Band,Oops Up Side Your Head,Mercury,32,1
The Hollies,Stand By Me,Coconut,58,1
The Hollies,Stop In The Name Of Love,WEA,73,1
The Honeydrippers,Sea Of Love,Esperanza,69,1
The Hornettes,Mannequin,Jupiter,75,1
The Hornettes,Waikiki Tamouré,Jupiter,52,1
The Housemartins,Caravan Of Love,Chrysalis,74,1
The Housemartins,Sheep,Chrysalis,54,1
The Human League,Being Boiled,EMI,59,1
The Human League,Don't You Want Me,Virgin,31,1
The Human League,Human,Virgin,59,1
The Human League,Mirror Man,Virgin,57,1
The J. Geils Band,Centerfold,EMI,21,1
The J. Geils Band,Freeze Frame,EMI,59,1
The Jacksons,Nothin (That Compares 2 U),Epic,36,1
The Jeremy Days,Are You Inventive?,Polydor-DGG,65,1
The Jeremy Days,Brand New Toy,Polydor,34,1
The Korgis,Everybody's Got To Learn Sometime,Rialto,48,1
The Maisonettes,Heartache Avenue,Ready Steady Go!,67,1
The Mike Oldfield Group,Mistake,Virgin,63,1
The Mission,Tower Of Strength,Mercury-Phonogram,50,1
The Mixmaster,Grand Piano,BCM,89,1
The Mobiles,Drowning In Berlin,Rialto,50,1
The Monotones,Mono,CNR,65,1
The Moody Blues,Your Wildest Dreams,Polydor-DG,49,1
The Nits,In The Dutch Mountains,CBS,56,1
The Nolan Sisters,I'm In The Mood For Dancing,Epic,74,1
The Other Ones,Holiday,Virgin,55,1
The Outfield,Voices Of Babylon,CBS,60,1
The Outfield,Your Love,CBS,55,1
The Pasadenas,Riding On A Train,CBS,26,1
The Pasadenas,Tribute (Right On),CBS,40,1
The Police,De Do Do Do De Da Da Da,A&M,47,1
The Police,Don't Stand So Close To Me,A&M,28,1
The Police,Every Breath You Take,A&M,44,1
The Police,Every Little Thing She Does Is Magic,A&M,35,1
The Police,King Of Pain,A&M,57,1
The Police,Message In A Bottle,A&M,35,10
The Police,Spirits In The Material World,A&M,51,1
The Police,Wrapped Around Your Finger,A&M,75,1
The Power Station,Get It On,Parlophone,53,1
The Power Station,Some Like It Hot,EMI,34,1
The Pretenders,Don't Get Me Wrong,WEA,62,1
The Primitives,Crash,RCA,51,1
The Proclaimers,Letter From America,Chrysalis,66,1
The Rattles,Hot Wheels,Act/Mercury-Phonogram,53,1
The Rattles,The Witch,Act/Mercury-Phonogram,4,17
The Real Thing,Can't Get By Without You (The Decade Remix II),PRT,46,1
The Real Thing,You To Me Are Everything (The Decade Remix 76-86),PRT,34,1
The Robert Cray Band,Don't Be Afraid Of The Dark,Mercury-Phonogram,72,1
The Rock Steady Crew,(Hey You) The Rock Steady Crew,Virgin,46,1
The Rock Steady Crew,Uprock,Virgin,39,1
The Rolling Stones,Emotional Rescue,Rolling Stones,26,1
The Rolling Stones,Harlem Shuffle,Rolling Stones,61,1
The Rolling Stones,Mixed Emotions,Rolling Stones,48,1
The Rolling Stones,She Was Hot,Rolling Stones,71,1
The Rolling Stones,Start Me Up,Rolling Stones,51,1
The Rolling Stones,Undercover Of The Night,Rolling Stones,70,1
The Romantics,Talking In Your Sleep,Epic,74,1
The Royal Philharmonic Orchestra,Hooked On Classics,Telefunken,65,1
The S.O.S. Band,Take Your Time (Do It Right),Tabu,58,1
The Shorts,Comment ça va [deutsche Version],EMI,55,1
The Shorts,"Je suis, tu es [deutsche Version]",EMI,44,1
The Sisters Of Mercy,This Corrosion,WEA,28,1
The Stranglers,Big In America,Epic,59,1
The Stranglers,Golden Brown,Liberty,63,1
The Stranglers,No Mercy,Epic,54,1
The Teens,Eloise,Hansa Int.,57,1
The Teens,Give Me More,Hansa Int.,24,1
The Teens,Never Gonna Tell No Lie To You,Hansa Int.,45,1
The Teens,New York,Hansa Int.,75,1
The The,The Beat(en) Generation,Epic,84,1
The Timelords,Doctorin' The Tardis,Rough Trade,36,1
The Twins,Ballet Dancer,Hansa Int.,52,1
The Twins,Love In The Dark,Hansa,74,1
The Twins,Love System,Hansa,47,1
The Veterans,There Ain't No Age For Rock 'n Roll,Carrère,63,1
The Weather Girls,It's Raining Men,CBS,56,1
The Whispers,And The Beat Goes On,Solar,73,1
The Winners,Go For Gold,CBS,63,1
Thom Pace,Belong To Someone,EMI,55,1
Thom Pace,Maybe,RSO,1,11
Thomas Anders,Love Of My Own,Teldec,34,1
Thomas Dolby,She Blinded Me With Science,EMI,74,1
Thompson Twins,Doctor! Doctor!,Arista,74,1
Thompson Twins,Don't Mess With Doctor Dream,Arista,51,1
Thompson Twins,Hold Me Now,Arista,43,1
Thompson Twins,Lay Your Hands On Me,Arista,62,1
Thompson Twins,Love On Your Side,Arista,68,1
Thompson Twins,The Gap,Arista,63,1
Thompson Twins,You Take Me Up,Arista,34,1
Tiffany,I Saw Him Standing There,MCA,40,1
Tiffany,I Think We're Alone Now,WEA,45,1
Tight Fit,Back To The 60's,Jive,50,1
Tight Fit,Fantasy Island,Jive,69,1
Tight Fit,The Lion Sleeps Tonight,Jive,18,1
Tim Curry,I Do The Rock,A&M,28,1
Timex Social Club,Mixed Up World,Mercury-Phonogram,60,1
Timex Social Club,Rumors,Mercury-Phonogram,66,1
Tina Charles,Dance Little Lady Dance,Global,8,17
Tina Charles,I Love To Love [1987],Arista,35,1
Tina Turner,Better Be Good To Me,Capitol,52,1
Tina Turner,Break Every Rule,Capitol,51,1
Tina Turner,I Can't Stand The Rain,Capitol,33,1
Tina Turner,I Don't Wanna Lose You,Capitol,52,1
Tina Turner,Let's Stay Together,Capitol,48,1
Tina Turner,Nutbush City Limits [Live],Capitol,48,1
Tina Turner,One Of The Living,Capitol,58,1
Tina Turner,Paradise Is Here,Capitol,31,1
Tina Turner,Private Dancer,Capitol,71,1
Tina Turner,Steamy Windows,Capitol,58,1
Tina Turner,The Best,Capitol,18,1
Tina Turner,Two People,Capitol,63,1
Tina Turner,Typical Male,Capitol,50,1
Tina Turner,We Don't Need Another Hero (Thunderdome),Capitol,17,1
Tina Turner,What You Get Is What You See,Capitol,21,1
Tina Turner,What's Love Got To Do With It,Capitol,46,1
Tina Turner & David Bowie,Tonight (Live),Capitol,41,1
"Tolga ""Flim Flam"" Balkan",The Best Of Joint Mix,Italo Heat,24,1
Tom Petty,I Won't Back Down,MCA,67,1
Tomas Ledin & Agnetha Fältskog,Never Again,Polydor,44,1
Tommi Ohrner,Rock'n Roll In Old Blue Jeans,Ariola,35,1
Tommi Piper singt ALF,"Hallo Alf, hier ist Rhonda",Polydor,43,1
Tommy Steiner,Das Märchen von Rhodos,Polydor,57,1
Tommy Steiner,Das ewige Feuer,Polydor,51,1
Tommy Steiner,Der Morgen danach,Polydor,72,1
Tommy Steiner,Die Fischer von San Juan,Polydor,61,1
Tommy Steiner,Parlez-vous français,Intercord,73,1
Tommy Steiner,So schön wird's nie wieder sein,Intercord,65,1
Tommy Steiner,Wenn dein Herz dir nicht sagt...,Polydor,57,1
Tone Band,Germany Calling,Polydor,47,1
Tone Loc,Funky Cold Medina,Island,22,1
Tone Loc,Wild Thing,Island,59,1
Toni Basil,Mickey,Virgin,69,1
Toni Childs,Don't Walk Away,A&M-Polydor,49,1
Toni Childs,Stop Your Fussin',A&M-DGG,30,1
Tony Carey,I Feel Good,Metronome,72,1
Tony Carey,Room With A View,Metronome,46,1
Tony Christie,Sweet September,RCA,22,1
Tony Christie,Train To Yesterday,RCA,52,1
Tony Esposito,Kalimba de luna,Hansa,38,1
Tony Holiday,Nie mehr allein sein,Polydor,19,1
Tony Holiday,Rio (de Janeiro),Polydor,62,1
Tony Marshall,Jim und Andy,Ariola,63,1
Toto,Africa,CBS,45,1
Toto,Make Believe,CBS,70,1
Toto,Rosanna,CBS,42,1
Toto Cutugno,L'italiano,Baby,35,1
Toto Cutugno,Serenata,Baby,60,1
Toy Dolls,Nellie The Elephant,Volume,58,1
Toyah,I Want To Be Free,Metronome,71,1
Tozzi - Raff,Gente di mare,CGD,40,1
Tracey Ullman,Bobby's Girl,Stiff,58,1
Tracey Ullman,Breakaway,Stiff,56,1
Tracey Ullman,Sunglasses,Stiff,59,1
Tracey Ullman,They Don't Know,Stiff,46,1
Tracie Spencer,Symptoms Of True Love,Capitol,54,1
Tracy Chapman,Crossroads,Elektra,67,1
Tragic Error,Tanzen,Logic,86,1
Traks,Long Train Runnin',Polydor,28,1
Trans-X,3-D Dance,Polydor,70,1
Trans-X,Living On Video,Polydor,28,1
Trans-X,Message On The Radio,Polydor,43,1
Transvision Vamp,I Want Your Love,MCA,37,1
Trio,Anna - Lassmichrein lassmichraus,Mercury,74,1
Trio,Bum Bum,Mercury,42,1
Trio,Da da da ich lieb dich nicht du liebst mich nicht aha aha aha,Mercury,31,1
Trio,Herz ist Trumpf (Dann rufst du an...),Mercury,59,1
Trio,Turaluraluralu - ich mach BuBu was machst du,Mercury,51,1
Trio,Tutti Frutti,Mercury,75,1
Trio Rio,New York - Rio - Tokyo,Metronome,58,1
Trix,Fantasy,Jupiter,59,1
Truck Stop,Der wilde wilde Westen,Nature,27,1
Truck Stop,Easy Rider,Nature,54,1
Truck Stop,Laß die Mädels wissen ...,Nature,61,1
Trude Herr,Niemals geht man so ganz,EMI,35,1
Tullio de Piscopo,Stop Bajon (Primavera),Zyx,70,1
Two Of Us,Blue Night Shadow,Blow Up,26,1
Two Of Us,Generation Swing,Blow Up,56,1
Two Of Us,Two Of Us,Blow Up,66,1
U2,Angel Of Harlem,Island,31,1
U2,Desire,Island,19,1
U2,I Still Haven't Found What I'm Looking For,Island,19,1
U2,Pride (In The Name Of Love),Island,73,1
U2,Where The Streets Have No Name,Island,44,1
U2,With Or Without You,Island,25,1
U2 with B.B. King,When Love Comes To Town,Island,66,1
UB40,Red Red Wine,Virgin,19,1
UB40 & Chrissie Hynde,I Got You Babe,Virgin,42,1
UB40 With Chrissie Hynde,Breakfast In Bed,Virgin,60,1
UKW,Hey Matrosen,Teldec,75,1
UKW,Ich will!,Telefunken,64,1
UKW,Sommersprossen,Telefunken,28,1
USA For Africa,We Are The World,CBS,64,1
Udo Jürgens,5 Minuten vor 12,Ariola,66,1
Udo Jürgens,Die Glotze ... und das alles in Farbe,Ariola,68,1
Udo Jürgens,Die Sonne und du,Ariola,64,1
Udo Jürgens,Gaby wartet im Park,Ariola,54,1
Udo Jürgens,Ich sah nur sie,Ariola,55,1
Udo Lindenberg,Airport (Dich wiedersehn...),Polydor,53,1
Udo Lindenberg,Der Generalsekretär,Polydor-DGG,60,1
Udo Lindenberg,Horizont,Polydor-DG,33,1
Udo Lindenberg,Ich lieb' dich überhaupt nicht mehr,Polydor-DGG,40,1
Udo Lindenberg,Sonderzug nach Pankow,Polydor,53,1
Udo Lindenberg & Pascal,Wozu sind Kriege da?,Telefunken,62,1
Ulf Krueger,Dr. No,Mercury-Phonogram,43,1
Ultravox,All Stood Still,Chrysalis,71,1
Ultravox,Dancing With Tears In My Eyes,Chrysalis,60,1
Ultravox,Hymn,Chrysalis,40,1
Ultravox,Vienna,Chrysalis,43,1
Umberto Tozzi,Gloria,CBS,8,25
Umberto Tozzi,Stella stai,CBS,61,1
United Balls,Pogo in Togo,Jupiter,35,1
Ute Berling,Als ob sie Bette Davis wär,music,71,1
V.O.F. De Kunst,Suzanne (Deutsche Version),CBS,68,1
Valerie Dore,Get Closer,Zyx,66,1
Valerie Dore,It's So Easy,Zyx,51,1
Valerie Dore,Lancelot,EMI,57,1
Valerie Dore,The Night,Zyx,35,1
Van Halen,Dreams,Warner Bros.,55,1
Van Halen,Jump,Warner Bros.,28,1
Van Halen,Why Can't This Be Love,Warner Bros.,45,1
Vanessa Paradis,Joe le taxi,Polydor-DGG,28,1
Vanessa Paradis,Marilyn & John,Polydor-DGG,39,1
Various,Italo Boot Mix Vol. 10,Zyx,36,1
Various,Italo Boot Mix Vol. 7,Zyx,37,1
Various,Italo Boot Mix Vol. 8,Zyx,23,1
Various,Italo Boot Mix Vol. 9,Zyx,59,1
Various,Italo Dance Power Vol. 1,Ariola,74,1
Vicky Leandros,Verlorenes Paradies,Philips,39,1
Video Kids,Woodpeckers From Space,Polydor,32,1
Village People,Can't Stop The Music,Can't Stop,75,1
Village People,Sex Over The Phone,Can't Stop,48,1
Visage,Fade To Grey,Polydor,46,1
Visage,Mind Of A Toy,Polydor,30,1
Visage,The Damned Don't Cry,Polydor,52,1
Visage,Visage,Polydor,41,1
Vision Fields,Sad Song,Epic,67,1
Volker Lechtenbrink,Ich mag,Polydor,57,1
Volker Lechtenbrink,Irgendwann,Metronome,42,1
Wang Chung,Dance Hall Days,Geffen,69,1
Wang Chung,Don't Let Go,Geffen,40,1
Warning,Why Can The Bodies Fly,Vertigo,51,1
Was (Not Was),Walk The Dinosaur,Mercury-Phonogram,48,1
Waterloo & Robinson,Ich denk' noch oft an Marianne,RCA,48,1
Wax,Building A Bridge To Your Heart,RCA,35,1
Wee Papa Girl Rappers,Wee Rule,Jive,18,1
Werner,Pump ab das Bier,CBS,86,1
